id,created_on,last_edit,job_posting_id,skill_id
4903,"2024-10-16 14:21:56.952937","2024-10-16 14:21:56.952946",935,130
4904,"2024-10-16 14:21:56.953641","2024-10-16 14:21:56.953649",935,838
4905,"2024-10-16 14:21:56.954365","2024-10-16 14:21:56.954374",935,6
4906,"2024-10-16 14:21:56.957566","2024-10-16 14:21:56.957575",936,881
4907,"2024-10-16 14:21:56.958304","2024-10-16 14:21:56.958313",936,11
4908,"2024-10-16 14:21:56.959023","2024-10-16 14:21:56.959032",936,26
4909,"2024-10-16 14:21:56.959744","2024-10-16 14:21:56.959753",936,837
4910,"2024-10-16 14:21:56.960459","2024-10-16 14:21:56.960467",936,835
4911,"2024-10-16 14:21:56.963754","2024-10-16 14:21:56.963763",937,6
4912,"2024-10-16 14:21:56.964483","2024-10-16 14:21:56.964491",937,114
4913,"2024-10-16 14:21:56.965238","2024-10-16 14:21:56.965246",937,1
4914,"2024-10-16 14:21:56.968410","2024-10-16 14:21:56.968419",938,11
4915,"2024-10-16 14:21:56.969196","2024-10-16 14:21:56.969204",938,390
4916,"2024-10-16 14:21:56.971746","2024-10-16 14:21:56.971755",939,6
4917,"2024-10-16 14:21:56.972542","2024-10-16 14:21:56.972551",939,884
4918,"2024-10-16 14:21:56.973259","2024-10-16 14:21:56.973267",939,2
4919,"2024-10-16 14:21:56.974032","2024-10-16 14:21:56.974040",939,8
4920,"2024-10-16 14:21:56.976583","2024-10-16 14:21:56.976591",940,14
4921,"2024-10-16 14:21:56.977369","2024-10-16 14:21:56.977378",940,11
4922,"2024-10-16 14:21:56.978104","2024-10-16 14:21:56.978113",940,16
4923,"2024-10-16 14:21:56.978823","2024-10-16 14:21:56.978832",940,157
4924,"2024-10-16 14:21:56.981734","2024-10-16 14:21:56.981743",941,935
4925,"2024-10-16 14:21:56.982690","2024-10-16 14:21:56.982698",941,936
4926,"2024-10-16 14:21:56.983631","2024-10-16 14:21:56.983640",941,937
4927,"2024-10-16 14:21:56.984348","2024-10-16 14:21:56.984357",941,26
4928,"2024-10-16 14:21:56.985053","2024-10-16 14:21:56.985061",941,837
4929,"2024-10-16 14:21:56.985770","2024-10-16 14:21:56.985778",941,3
4930,"2024-10-16 14:21:56.986479","2024-10-16 14:21:56.986488",941,835
4931,"2024-10-16 14:21:56.987262","2024-10-16 14:21:56.987271",941,287
4932,"2024-10-16 14:21:56.988060","2024-10-16 14:21:56.988069",941,123
4933,"2024-10-16 14:21:56.991891","2024-10-16 14:21:56.991899",942,1
4934,"2024-10-16 14:21:56.992632","2024-10-16 14:21:56.992640",942,10
4935,"2024-10-16 14:21:56.995723","2024-10-16 14:21:56.995732",943,14
4936,"2024-10-16 14:21:56.996457","2024-10-16 14:21:56.996466",943,18
4937,"2024-10-16 14:21:56.997191","2024-10-16 14:21:56.997200",943,15
4938,"2024-10-16 14:21:56.997939","2024-10-16 14:21:56.997947",943,6
4939,"2024-10-16 14:21:56.998657","2024-10-16 14:21:56.998665",943,16
4940,"2024-10-16 14:21:56.999399","2024-10-16 14:21:56.999408",943,11
4941,"2024-10-16 14:21:57.000119","2024-10-16 14:21:57.000128",943,2
4942,"2024-10-16 14:21:57.000822","2024-10-16 14:21:57.000831",943,26
4943,"2024-10-16 14:21:57.001537","2024-10-16 14:21:57.001545",943,17
4944,"2024-10-16 14:21:57.002241","2024-10-16 14:21:57.002250",943,157
4945,"2024-10-16 14:21:57.004791","2024-10-16 14:21:57.004800",944,1
4946,"2024-10-16 14:21:57.005505","2024-10-16 14:21:57.005513",944,7
4947,"2024-10-16 14:21:57.006226","2024-10-16 14:21:57.006235",944,51
4948,"2024-10-16 14:21:57.006955","2024-10-16 14:21:57.006964",944,6
4949,"2024-10-16 14:21:57.007750","2024-10-16 14:21:57.007758",944,887
4950,"2024-10-16 14:21:57.010281","2024-10-16 14:21:57.010290",945,23
4951,"2024-10-16 14:21:57.011031","2024-10-16 14:21:57.011039",945,1
4952,"2024-10-16 14:21:57.014329","2024-10-16 14:21:57.014337",946,27
4953,"2024-10-16 14:21:57.015050","2024-10-16 14:21:57.015059",946,114
4954,"2024-10-16 14:21:57.015771","2024-10-16 14:21:57.015779",946,34
4955,"2024-10-16 14:21:57.019563","2024-10-16 14:21:57.019578",947,904
4956,"2024-10-16 14:21:57.020316","2024-10-16 14:21:57.020325",947,58
4957,"2024-10-16 14:21:57.021035","2024-10-16 14:21:57.021043",947,25
4958,"2024-10-16 14:21:57.021769","2024-10-16 14:21:57.021777",947,23
4959,"2024-10-16 14:21:57.022514","2024-10-16 14:21:57.022523",947,1
4960,"2024-10-16 14:21:57.025721","2024-10-16 14:21:57.025730",948,881
4961,"2024-10-16 14:21:57.026488","2024-10-16 14:21:57.026496",948,11
4962,"2024-10-16 14:21:57.027204","2024-10-16 14:21:57.027213",948,26
4963,"2024-10-16 14:21:57.027917","2024-10-16 14:21:57.027926",948,837
4964,"2024-10-16 14:21:57.028622","2024-10-16 14:21:57.028631",948,835
4965,"2024-10-16 14:21:57.031143","2024-10-16 14:21:57.031152",949,18
4966,"2024-10-16 14:21:57.031862","2024-10-16 14:21:57.031871",949,391
4967,"2024-10-16 14:21:57.032830","2024-10-16 14:21:57.032839",949,938
4968,"2024-10-16 14:21:57.033556","2024-10-16 14:21:57.033564",949,835
4969,"2024-10-16 14:21:57.034282","2024-10-16 14:21:57.034291",949,114
4970,"2024-10-16 14:21:57.035003","2024-10-16 14:21:57.035012",949,34
4971,"2024-10-16 14:21:57.035940","2024-10-16 14:21:57.035948",949,939
4972,"2024-10-16 14:21:57.036657","2024-10-16 14:21:57.036666",949,421
4973,"2024-10-16 14:21:57.037584","2024-10-16 14:21:57.037593",949,940
4974,"2024-10-16 14:21:57.038506","2024-10-16 14:21:57.038515",949,941
4975,"2024-10-16 14:21:57.041141","2024-10-16 14:21:57.041150",950,925
4976,"2024-10-16 14:21:57.041863","2024-10-16 14:21:57.041871",950,25
4977,"2024-10-16 14:21:57.042600","2024-10-16 14:21:57.042609",950,420
4978,"2024-10-16 14:21:57.046572","2024-10-16 14:21:57.046581",951,1
4979,"2024-10-16 14:21:57.047295","2024-10-16 14:21:57.047303",951,57
4980,"2024-10-16 14:21:57.048018","2024-10-16 14:21:57.048026",951,34
4981,"2024-10-16 14:21:57.048744","2024-10-16 14:21:57.048753",951,6
4982,"2024-10-16 14:21:57.049479","2024-10-16 14:21:57.049487",951,10
4983,"2024-10-16 14:21:57.050197","2024-10-16 14:21:57.050206",951,762
4984,"2024-10-16 14:21:57.050902","2024-10-16 14:21:57.050911",951,56
4985,"2024-10-16 14:21:57.053612","2024-10-16 14:21:57.053621",952,287
4986,"2024-10-16 14:21:57.054340","2024-10-16 14:21:57.054349",952,58
4987,"2024-10-16 14:21:57.055075","2024-10-16 14:21:57.055084",952,23
4988,"2024-10-16 14:21:57.055871","2024-10-16 14:21:57.055880",952,871
4989,"2024-10-16 14:21:57.056802","2024-10-16 14:21:57.056810",952,942
4990,"2024-10-16 14:21:57.057548","2024-10-16 14:21:57.057557",952,1
4991,"2024-10-16 14:21:57.058328","2024-10-16 14:21:57.058336",952,879
4992,"2024-10-16 14:21:57.059045","2024-10-16 14:21:57.059054",952,643
4993,"2024-10-16 14:21:57.061556","2024-10-16 14:21:57.061565",953,10
4994,"2024-10-16 14:21:57.062306","2024-10-16 14:21:57.062315",953,1
4995,"2024-10-16 14:21:57.063035","2024-10-16 14:21:57.063044",953,58
4996,"2024-10-16 14:21:57.063776","2024-10-16 14:21:57.063785",953,23
4997,"2024-10-16 14:21:57.064563","2024-10-16 14:21:57.064571",953,429
4998,"2024-10-16 14:21:57.065270","2024-10-16 14:21:57.065279",953,643
4999,"2024-10-16 14:21:57.066037","2024-10-16 14:21:57.066045",953,852
5000,"2024-10-16 14:21:57.066961","2024-10-16 14:21:57.066969",953,943
5001,"2024-10-16 14:21:57.069504","2024-10-16 14:21:57.069513",954,4
5002,"2024-10-16 14:21:57.070241","2024-10-16 14:21:57.070250",954,58
5003,"2024-10-16 14:21:57.070979","2024-10-16 14:21:57.070987",954,23
5004,"2024-10-16 14:21:57.071714","2024-10-16 14:21:57.071722",954,10
5005,"2024-10-16 14:21:57.072979","2024-10-16 14:21:57.072987",954,22
5006,"2024-10-16 14:21:57.073723","2024-10-16 14:21:57.073731",954,1
5007,"2024-10-16 14:21:57.077478","2024-10-16 14:21:57.077487",955,14
5008,"2024-10-16 14:21:57.078224","2024-10-16 14:21:57.078233",955,1
5009,"2024-10-16 14:21:57.080769","2024-10-16 14:21:57.080778",956,114
5010,"2024-10-16 14:21:57.081528","2024-10-16 14:21:57.081540",956,11
5011,"2024-10-16 14:21:57.082254","2024-10-16 14:21:57.082263",956,130
5012,"2024-10-16 14:21:57.083007","2024-10-16 14:21:57.083015",956,1
5013,"2024-10-16 14:21:57.083747","2024-10-16 14:21:57.083756",956,10
5014,"2024-10-16 14:21:57.086282","2024-10-16 14:21:57.086290",957,1
5015,"2024-10-16 14:21:57.087006","2024-10-16 14:21:57.087014",957,34
5016,"2024-10-16 14:21:57.087735","2024-10-16 14:21:57.087743",957,22
5017,"2024-10-16 14:21:57.088451","2024-10-16 14:21:57.088459",957,31
5018,"2024-10-16 14:21:57.089230","2024-10-16 14:21:57.089238",957,929
5019,"2024-10-16 14:21:57.089948","2024-10-16 14:21:57.089957",957,4
5020,"2024-10-16 14:21:57.090658","2024-10-16 14:21:57.090667",957,24
5021,"2024-10-16 14:21:57.094340","2024-10-16 14:21:57.094349",958,4
5022,"2024-10-16 14:21:57.095287","2024-10-16 14:21:57.095296",958,944
5023,"2024-10-16 14:21:57.096046","2024-10-16 14:21:57.096055",958,114
5024,"2024-10-16 14:21:57.096801","2024-10-16 14:21:57.096810",958,11
5025,"2024-10-16 14:21:57.097530","2024-10-16 14:21:57.097539",958,34
5026,"2024-10-16 14:21:57.098240","2024-10-16 14:21:57.098249",958,130
5027,"2024-10-16 14:21:57.099019","2024-10-16 14:21:57.099027",958,839
5028,"2024-10-16 14:21:57.101700","2024-10-16 14:21:57.101709",959,672
5029,"2024-10-16 14:21:57.102450","2024-10-16 14:21:57.102458",959,11
5030,"2024-10-16 14:21:57.103166","2024-10-16 14:21:57.103175",959,28
5031,"2024-10-16 14:21:57.103908","2024-10-16 14:21:57.103916",959,58
5032,"2024-10-16 14:21:57.104641","2024-10-16 14:21:57.104649",959,23
5033,"2024-10-16 14:21:57.105432","2024-10-16 14:21:57.105441",959,492
5034,"2024-10-16 14:21:57.106142","2024-10-16 14:21:57.106151",959,198
5035,"2024-10-16 14:21:57.106919","2024-10-16 14:21:57.106927",959,879
5036,"2024-10-16 14:21:57.107647","2024-10-16 14:21:57.107655",959,25
5037,"2024-10-16 14:21:57.110756","2024-10-16 14:21:57.110766",960,58
5038,"2024-10-16 14:21:57.111510","2024-10-16 14:21:57.111519",960,23
5039,"2024-10-16 14:21:57.112240","2024-10-16 14:21:57.112249",960,25
5040,"2024-10-16 14:21:57.112986","2024-10-16 14:21:57.112994",960,11
5041,"2024-10-16 14:21:57.113741","2024-10-16 14:21:57.113750",960,1
5042,"2024-10-16 14:21:57.114466","2024-10-16 14:21:57.114475",960,24
5043,"2024-10-16 14:21:57.117118","2024-10-16 14:21:57.117126",961,14
5044,"2024-10-16 14:21:57.117908","2024-10-16 14:21:57.117917",961,390
5045,"2024-10-16 14:21:57.118640","2024-10-16 14:21:57.118649",961,18
5046,"2024-10-16 14:21:57.119397","2024-10-16 14:21:57.119406",961,15
5047,"2024-10-16 14:21:57.120286","2024-10-16 14:21:57.120295",961,945
5048,"2024-10-16 14:21:57.121236","2024-10-16 14:21:57.121244",961,946
5049,"2024-10-16 14:21:57.121944","2024-10-16 14:21:57.121952",961,835
5050,"2024-10-16 14:21:57.124499","2024-10-16 14:21:57.124508",962,58
5051,"2024-10-16 14:21:57.125239","2024-10-16 14:21:57.125248",962,23
5052,"2024-10-16 14:21:57.126015","2024-10-16 14:21:57.126024",962,264
5053,"2024-10-16 14:21:57.126737","2024-10-16 14:21:57.126745",962,782
5054,"2024-10-16 14:21:57.127449","2024-10-16 14:21:57.127458",962,762
5055,"2024-10-16 14:21:57.128241","2024-10-16 14:21:57.128250",962,832
5056,"2024-10-16 14:21:57.129189","2024-10-16 14:21:57.129197",962,947
5057,"2024-10-16 14:21:57.129898","2024-10-16 14:21:57.129907",962,7
5058,"2024-10-16 14:21:57.130677","2024-10-16 14:21:57.130686",962,839
5059,"2024-10-16 14:21:57.131404","2024-10-16 14:21:57.131413",962,10
5060,"2024-10-16 14:21:57.133977","2024-10-16 14:21:57.133986",963,1
5061,"2024-10-16 14:21:57.134728","2024-10-16 14:21:57.134736",963,6
5062,"2024-10-16 14:21:57.138628","2024-10-16 14:21:57.138636",964,925
5063,"2024-10-16 14:21:57.139356","2024-10-16 14:21:57.139365",964,25
5064,"2024-10-16 14:21:57.140100","2024-10-16 14:21:57.140108",964,420
5065,"2024-10-16 14:21:57.140833","2024-10-16 14:21:57.140842",964,71
5066,"2024-10-16 14:21:57.141572","2024-10-16 14:21:57.141581",964,3
5067,"2024-10-16 14:21:57.142321","2024-10-16 14:21:57.142330",964,6
5068,"2024-10-16 14:21:57.143590","2024-10-16 14:21:57.143599",964,198
5069,"2024-10-16 14:21:57.144307","2024-10-16 14:21:57.144315",964,672
5070,"2024-10-16 14:21:57.146800","2024-10-16 14:21:57.146809",965,4
5071,"2024-10-16 14:21:57.148088","2024-10-16 14:21:57.148097",965,24
5072,"2024-10-16 14:21:57.148810","2024-10-16 14:21:57.148819",965,22
5073,"2024-10-16 14:21:57.149532","2024-10-16 14:21:57.149541",965,31
5074,"2024-10-16 14:21:57.152114","2024-10-16 14:21:57.152123",966,287
5075,"2024-10-16 14:21:57.152850","2024-10-16 14:21:57.152859",966,58
5076,"2024-10-16 14:21:57.153592","2024-10-16 14:21:57.153600",966,23
5077,"2024-10-16 14:21:57.154376","2024-10-16 14:21:57.154384",966,871
5078,"2024-10-16 14:21:57.155161","2024-10-16 14:21:57.155169",966,942
5079,"2024-10-16 14:21:57.155928","2024-10-16 14:21:57.155937",966,1
5080,"2024-10-16 14:21:57.156711","2024-10-16 14:21:57.156720",966,879
5081,"2024-10-16 14:21:57.159225","2024-10-16 14:21:57.159233",967,14
5082,"2024-10-16 14:21:57.159990","2024-10-16 14:21:57.159999",967,1
5083,"2024-10-16 14:21:57.160785","2024-10-16 14:21:57.160793",967,123
5084,"2024-10-16 14:21:57.163313","2024-10-16 14:21:57.163321",968,18
5085,"2024-10-16 14:21:57.164041","2024-10-16 14:21:57.164050",968,391
5086,"2024-10-16 14:21:57.164824","2024-10-16 14:21:57.164833",968,938
5087,"2024-10-16 14:21:57.165540","2024-10-16 14:21:57.165549",968,835
5088,"2024-10-16 14:21:57.166258","2024-10-16 14:21:57.166267",968,114
5089,"2024-10-16 14:21:57.166975","2024-10-16 14:21:57.166983",968,34
5090,"2024-10-16 14:21:57.167769","2024-10-16 14:21:57.167777",968,939
5091,"2024-10-16 14:21:57.168481","2024-10-16 14:21:57.168489",968,421
5092,"2024-10-16 14:21:57.169265","2024-10-16 14:21:57.169273",968,940
5093,"2024-10-16 14:21:57.170067","2024-10-16 14:21:57.170076",968,941
5094,"2024-10-16 14:21:57.173898","2024-10-16 14:21:57.173906",969,858
5095,"2024-10-16 14:21:57.176589","2024-10-16 14:21:57.176598",970,19
5096,"2024-10-16 14:21:57.177326","2024-10-16 14:21:57.177335",970,71
5097,"2024-10-16 14:21:57.178065","2024-10-16 14:21:57.178073",970,6
5098,"2024-10-16 14:21:57.178792","2024-10-16 14:21:57.178801",970,9
5099,"2024-10-16 14:21:57.179503","2024-10-16 14:21:57.179512",970,838
5100,"2024-10-16 14:21:57.181405","2024-10-16 14:21:57.181414",970,861
5101,"2024-10-16 14:21:57.184101","2024-10-16 14:21:57.184110",971,11
5102,"2024-10-16 14:21:57.184817","2024-10-16 14:21:57.184825",971,841
5103,"2024-10-16 14:21:57.185547","2024-10-16 14:21:57.185555",971,19
5104,"2024-10-16 14:21:57.188904","2024-10-16 14:21:57.188913",972,178
5105,"2024-10-16 14:21:57.189619","2024-10-16 14:21:57.189627",972,26
5106,"2024-10-16 14:21:57.190365","2024-10-16 14:21:57.190374",972,11
5107,"2024-10-16 14:21:57.191081","2024-10-16 14:21:57.191090",972,420
5108,"2024-10-16 14:21:57.193824","2024-10-16 14:21:57.193833",973,363
5109,"2024-10-16 14:21:57.194812","2024-10-16 14:21:57.194820",973,948
5110,"2024-10-16 14:21:57.195581","2024-10-16 14:21:57.195591",973,10
5111,"2024-10-16 14:21:57.196336","2024-10-16 14:21:57.196345",973,58
5112,"2024-10-16 14:21:57.197088","2024-10-16 14:21:57.197096",973,23
5113,"2024-10-16 14:21:57.197879","2024-10-16 14:21:57.197888",973,877
5114,"2024-10-16 14:21:57.198593","2024-10-16 14:21:57.198601",973,231
5115,"2024-10-16 14:21:57.201147","2024-10-16 14:21:57.201156",974,11
5116,"2024-10-16 14:21:57.201869","2024-10-16 14:21:57.201877",974,28
5117,"2024-10-16 14:21:57.202595","2024-10-16 14:21:57.202604",974,19
5118,"2024-10-16 14:21:57.203376","2024-10-16 14:21:57.203385",974,861
5119,"2024-10-16 14:21:57.204101","2024-10-16 14:21:57.204110",974,421
5120,"2024-10-16 14:21:57.204824","2024-10-16 14:21:57.204832",974,9
5121,"2024-10-16 14:21:57.205606","2024-10-16 14:21:57.205615",974,888
5122,"2024-10-16 14:21:57.206328","2024-10-16 14:21:57.206336",974,27
5123,"2024-10-16 14:21:57.207047","2024-10-16 14:21:57.207056",974,158
5124,"2024-10-16 14:21:57.207769","2024-10-16 14:21:57.207777",974,160
5125,"2024-10-16 14:21:57.208475","2024-10-16 14:21:57.208484",974,230
5126,"2024-10-16 14:21:57.210999","2024-10-16 14:21:57.211007",975,198
5127,"2024-10-16 14:21:57.211735","2024-10-16 14:21:57.211744",975,136
5128,"2024-10-16 14:21:57.212490","2024-10-16 14:21:57.212499",975,11
5129,"2024-10-16 14:21:57.213218","2024-10-16 14:21:57.213226",975,14
5130,"2024-10-16 14:21:57.213955","2024-10-16 14:21:57.213964",975,15
5131,"2024-10-16 14:21:57.214668","2024-10-16 14:21:57.214676",975,672
5132,"2024-10-16 14:21:57.217268","2024-10-16 14:21:57.217277",976,123
5133,"2024-10-16 14:21:57.218057","2024-10-16 14:21:57.218066",976,935
5134,"2024-10-16 14:21:57.218996","2024-10-16 14:21:57.219004",976,949
5135,"2024-10-16 14:21:57.219730","2024-10-16 14:21:57.219739",976,71
5136,"2024-10-16 14:21:57.220450","2024-10-16 14:21:57.220459",976,160
5137,"2024-10-16 14:21:57.221174","2024-10-16 14:21:57.221182",976,158
5138,"2024-10-16 14:21:57.223780","2024-10-16 14:21:57.223789",977,858
5139,"2024-10-16 14:21:57.224576","2024-10-16 14:21:57.224585",977,287
5140,"2024-10-16 14:21:57.225362","2024-10-16 14:21:57.225371",977,363
5141,"2024-10-16 14:21:57.227953","2024-10-16 14:21:57.227961",978,58
5142,"2024-10-16 14:21:57.228710","2024-10-16 14:21:57.228718",978,23
5143,"2024-10-16 14:21:57.229508","2024-10-16 14:21:57.229516",978,287
5144,"2024-10-16 14:21:57.230302","2024-10-16 14:21:57.230311",978,877
5145,"2024-10-16 14:21:57.233488","2024-10-16 14:21:57.233496",979,58
5146,"2024-10-16 14:21:57.234251","2024-10-16 14:21:57.234260",979,1
5147,"2024-10-16 14:21:57.236787","2024-10-16 14:21:57.236796",980,9
5148,"2024-10-16 14:21:57.237522","2024-10-16 14:21:57.237531",980,19
5149,"2024-10-16 14:21:57.238266","2024-10-16 14:21:57.238275",980,10
5150,"2024-10-16 14:21:57.239014","2024-10-16 14:21:57.239023",980,11
5151,"2024-10-16 14:21:57.239748","2024-10-16 14:21:57.239756",980,12
5152,"2024-10-16 14:21:57.240539","2024-10-16 14:21:57.240548",980,404
5153,"2024-10-16 14:21:57.241252","2024-10-16 14:21:57.241260",980,421
5154,"2024-10-16 14:21:57.245319","2024-10-16 14:21:57.245327",981,404
5155,"2024-10-16 14:21:57.246098","2024-10-16 14:21:57.246107",981,863
5156,"2024-10-16 14:21:57.246878","2024-10-16 14:21:57.246887",981,864
5157,"2024-10-16 14:21:57.247674","2024-10-16 14:21:57.247682",981,865
5158,"2024-10-16 14:21:57.248606","2024-10-16 14:21:57.248615",981,950
5159,"2024-10-16 14:21:57.249527","2024-10-16 14:21:57.249535",981,951
5160,"2024-10-16 14:21:57.250447","2024-10-16 14:21:57.250456",981,952
5161,"2024-10-16 14:21:57.251156","2024-10-16 14:21:57.251165",981,13
5162,"2024-10-16 14:21:57.253713","2024-10-16 14:21:57.253722",982,1
5163,"2024-10-16 14:21:57.254503","2024-10-16 14:21:57.254512",982,404
5164,"2024-10-16 14:21:57.255219","2024-10-16 14:21:57.255228",982,183
5165,"2024-10-16 14:21:57.255947","2024-10-16 14:21:57.255956",982,16
5166,"2024-10-16 14:21:57.256664","2024-10-16 14:21:57.256673",982,157
5167,"2024-10-16 14:21:57.257387","2024-10-16 14:21:57.257396",982,14
5168,"2024-10-16 14:21:57.258096","2024-10-16 14:21:57.258104",982,917
5169,"2024-10-16 14:21:57.260772","2024-10-16 14:21:57.260781",983,14
5170,"2024-10-16 14:21:57.261505","2024-10-16 14:21:57.261514",983,672
5171,"2024-10-16 14:21:57.262251","2024-10-16 14:21:57.262260",983,18
5172,"2024-10-16 14:21:57.263001","2024-10-16 14:21:57.263009",983,15
5173,"2024-10-16 14:21:57.263743","2024-10-16 14:21:57.263752",983,21
5174,"2024-10-16 14:21:57.264460","2024-10-16 14:21:57.264468",983,198
5175,"2024-10-16 14:21:57.265732","2024-10-16 14:21:57.265740",983,26
5176,"2024-10-16 14:21:57.266446","2024-10-16 14:21:57.266454",983,27
5177,"2024-10-16 14:21:57.270206","2024-10-16 14:21:57.270215",984,14
5178,"2024-10-16 14:21:57.270940","2024-10-16 14:21:57.270948",984,18
5179,"2024-10-16 14:21:57.271667","2024-10-16 14:21:57.271676",984,21
5180,"2024-10-16 14:21:57.272381","2024-10-16 14:21:57.272390",984,391
5181,"2024-10-16 14:21:57.274897","2024-10-16 14:21:57.274906",985,193
5182,"2024-10-16 14:21:57.276181","2024-10-16 14:21:57.276190",985,27
5183,"2024-10-16 14:21:57.278875","2024-10-16 14:21:57.278884",986,18
5184,"2024-10-16 14:21:57.279622","2024-10-16 14:21:57.279631",986,6
5185,"2024-10-16 14:21:57.280364","2024-10-16 14:21:57.280373",986,19
5186,"2024-10-16 14:21:57.281150","2024-10-16 14:21:57.281159",986,113
5187,"2024-10-16 14:21:57.281872","2024-10-16 14:21:57.281881",986,28
5188,"2024-10-16 14:21:57.285650","2024-10-16 14:21:57.285658",987,15
5189,"2024-10-16 14:21:57.286372","2024-10-16 14:21:57.286381",987,198
5190,"2024-10-16 14:21:57.287080","2024-10-16 14:21:57.287088",987,672
5191,"2024-10-16 14:21:57.287796","2024-10-16 14:21:57.287804",987,197
5192,"2024-10-16 14:21:57.288537","2024-10-16 14:21:57.288545",987,11
5193,"2024-10-16 14:21:57.291737","2024-10-16 14:21:57.291746",988,6
5194,"2024-10-16 14:21:57.292455","2024-10-16 14:21:57.292463",988,838
5195,"2024-10-16 14:21:57.293185","2024-10-16 14:21:57.293194",988,34
5196,"2024-10-16 14:21:57.293904","2024-10-16 14:21:57.293912",988,114
5197,"2024-10-16 14:21:57.297207","2024-10-16 14:21:57.297216",989,835
5198,"2024-10-16 14:21:57.297955","2024-10-16 14:21:57.297964",989,9
5199,"2024-10-16 14:21:57.298704","2024-10-16 14:21:57.298713",989,11
5200,"2024-10-16 14:21:57.299441","2024-10-16 14:21:57.299450",989,6
5201,"2024-10-16 14:21:57.300245","2024-10-16 14:21:57.300253",989,839
5202,"2024-10-16 14:21:57.300975","2024-10-16 14:21:57.300984",989,34
5203,"2024-10-16 14:21:57.301710","2024-10-16 14:21:57.301719",989,19
5204,"2024-10-16 14:21:57.302422","2024-10-16 14:21:57.302431",989,840
5205,"2024-10-16 14:21:57.303326","2024-10-16 14:21:57.303335",989,953
5206,"2024-10-16 14:21:57.304062","2024-10-16 14:21:57.304071",989,230
5207,"2024-10-16 14:21:57.306653","2024-10-16 14:21:57.306662",990,893
5208,"2024-10-16 14:21:57.307397","2024-10-16 14:21:57.307406",990,58
5209,"2024-10-16 14:21:57.308169","2024-10-16 14:21:57.308178",990,23
5210,"2024-10-16 14:21:57.308962","2024-10-16 14:21:57.308970",990,287
5211,"2024-10-16 14:21:57.309717","2024-10-16 14:21:57.309725",990,1
5212,"2024-10-16 14:21:57.312301","2024-10-16 14:21:57.312310",991,733
5213,"2024-10-16 14:21:57.313092","2024-10-16 14:21:57.313101",991,876
5214,"2024-10-16 14:21:57.316397","2024-10-16 14:21:57.316406",992,34
5215,"2024-10-16 14:21:57.317119","2024-10-16 14:21:57.317128",992,182
5216,"2024-10-16 14:21:57.317904","2024-10-16 14:21:57.317913",992,866
5217,"2024-10-16 14:21:57.318613","2024-10-16 14:21:57.318621",992,838
5218,"2024-10-16 14:21:57.319315","2024-10-16 14:21:57.319324",992,882
5219,"2024-10-16 14:21:57.320060","2024-10-16 14:21:57.320069",992,6
5220,"2024-10-16 14:21:57.320773","2024-10-16 14:21:57.320782",992,8
5221,"2024-10-16 14:21:57.321486","2024-10-16 14:21:57.321495",992,2
5222,"2024-10-16 14:21:57.322215","2024-10-16 14:21:57.322224",992,10
5223,"2024-10-16 14:21:57.324765","2024-10-16 14:21:57.324774",993,6
5224,"2024-10-16 14:21:57.325563","2024-10-16 14:21:57.325572",993,839
5225,"2024-10-16 14:21:57.326301","2024-10-16 14:21:57.326310",993,9
5226,"2024-10-16 14:21:57.330173","2024-10-16 14:21:57.330182",994,14
5227,"2024-10-16 14:21:57.330914","2024-10-16 14:21:57.330922",994,18
5228,"2024-10-16 14:21:57.331658","2024-10-16 14:21:57.331666",994,21
5229,"2024-10-16 14:21:57.332370","2024-10-16 14:21:57.332379",994,391
5230,"2024-10-16 14:21:57.335659","2024-10-16 14:21:57.335668",995,230
5231,"2024-10-16 14:21:57.336379","2024-10-16 14:21:57.336387",995,880
5232,"2024-10-16 14:21:57.337163","2024-10-16 14:21:57.337172",995,854
5233,"2024-10-16 14:21:57.337873","2024-10-16 14:21:57.337881",995,691
5234,"2024-10-16 14:21:57.338583","2024-10-16 14:21:57.338591",995,835
5235,"2024-10-16 14:21:57.339307","2024-10-16 14:21:57.339315",995,6
5236,"2024-10-16 14:21:57.340035","2024-10-16 14:21:57.340044",995,26
5237,"2024-10-16 14:21:57.340750","2024-10-16 14:21:57.340758",995,837
5238,"2024-10-16 14:21:57.341492","2024-10-16 14:21:57.341500",995,10
5239,"2024-10-16 14:21:57.342197","2024-10-16 14:21:57.342205",995,158
5240,"2024-10-16 14:21:57.345355","2024-10-16 14:21:57.345363",996,11
5241,"2024-10-16 14:21:57.346095","2024-10-16 14:21:57.346104",996,19
5242,"2024-10-16 14:21:57.346823","2024-10-16 14:21:57.346831",996,15
5243,"2024-10-16 14:21:57.347547","2024-10-16 14:21:57.347556",996,3
5244,"2024-10-16 14:21:57.348278","2024-10-16 14:21:57.348287",996,18
5245,"2024-10-16 14:21:57.349020","2024-10-16 14:21:57.349028",996,6
5246,"2024-10-16 14:21:57.352797","2024-10-16 14:21:57.352806",997,14
5247,"2024-10-16 14:21:57.353547","2024-10-16 14:21:57.353556",997,19
5248,"2024-10-16 14:21:57.354271","2024-10-16 14:21:57.354280",997,12
5249,"2024-10-16 14:21:57.355005","2024-10-16 14:21:57.355014",997,9
5250,"2024-10-16 14:21:57.355799","2024-10-16 14:21:57.355808",997,496
5251,"2024-10-16 14:21:57.356558","2024-10-16 14:21:57.356567",997,11
