id,created_on,last_edit,name
312,"2024-10-16 14:21:56.237054","2024-10-16 14:21:56.237062","원테크스탑피티이엘티디"
313,"2024-10-16 14:21:56.263232","2024-10-16 14:21:56.263240","씨브이네트"
314,"2024-10-16 14:21:56.271592","2024-10-16 14:21:56.271601","엑셈"
315,"2024-10-16 14:21:56.278809","2024-10-16 14:21:56.278817","헤렌"
316,"2024-10-16 14:21:56.294218","2024-10-16 14:21:56.294226","파인더스에이아이"
317,"2024-10-16 14:21:56.325309","2024-10-16 14:21:56.325317","이수시스템"
318,"2024-10-16 14:21:56.335180","2024-10-16 14:21:56.335188","버블콘"
319,"2024-10-16 14:21:56.367554","2024-10-16 14:21:56.367563","뉴빌리티"
320,"2024-10-16 14:21:56.373123","2024-10-16 14:21:56.373131","에이아이트릭스"
321,"2024-10-16 14:21:56.395132","2024-10-16 14:21:56.395140","레듀텍"
322,"2024-10-16 14:21:56.399927","2024-10-16 14:21:56.399935","숲"
323,"2024-10-16 14:21:56.406184","2024-10-16 14:21:56.406192","에이스웍스코리아"
324,"2024-10-16 14:21:56.410204","2024-10-16 14:21:56.410212","루닛"
325,"2024-10-16 14:21:56.419493","2024-10-16 14:21:56.419501","제로더"
326,"2024-10-16 14:21:56.427530","2024-10-16 14:21:56.427539","모두의연구소"
327,"2024-10-16 14:21:56.441402","2024-10-16 14:21:56.441410","에너자이"
328,"2024-10-16 14:21:56.454209","2024-10-16 14:21:56.454217","리비바이오"
329,"2024-10-16 14:21:56.459013","2024-10-16 14:21:56.459021","엠투피아이"
330,"2024-10-16 14:21:56.484353","2024-10-16 14:21:56.484360","미니레코드"
331,"2024-10-16 14:21:56.501248","2024-10-16 14:21:56.501256","와이드모바일"
332,"2024-10-16 14:21:56.508389","2024-10-16 14:21:56.508397","키다리스튜디오"
333,"2024-10-16 14:21:56.513009","2024-10-16 14:21:56.513017","이노룰스"
334,"2024-10-16 14:21:56.521308","2024-10-16 14:21:56.521316","웅진"
335,"2024-10-16 14:21:56.546881","2024-10-16 14:21:56.546889","오픈소스컨설팅"
336,"2024-10-16 14:21:56.563027","2024-10-16 14:21:56.563035","엠로"
337,"2024-10-16 14:21:56.590567","2024-10-16 14:21:56.590575","노아시스템즈"
338,"2024-10-16 14:21:56.652259","2024-10-16 14:21:56.652267","에스디바이오센서"
339,"2024-10-16 14:21:56.664146","2024-10-16 14:21:56.664154","드리븐"
340,"2024-10-16 14:21:56.670574","2024-10-16 14:21:56.670582","제네시스네스트"
341,"2024-10-16 14:21:56.688853","2024-10-16 14:21:56.688862","애니랙티브"
342,"2024-10-16 14:21:56.702758","2024-10-16 14:21:56.702766","잇팩"
343,"2024-10-16 14:21:56.710369","2024-10-16 14:21:56.710378","클로봇"
344,"2024-10-16 14:21:56.715086","2024-10-16 14:21:56.715094","미리디"
345,"2024-10-16 14:21:56.719209","2024-10-16 14:21:56.719218","스마일드래곤"
346,"2024-10-16 14:21:56.728792","2024-10-16 14:21:56.728801","부스터스"
347,"2024-10-16 14:21:56.742983","2024-10-16 14:21:56.742992","칩스앤미디어"
348,"2024-10-16 14:21:56.750998","2024-10-16 14:21:56.751006","씨앤유글로벌"
349,"2024-10-16 14:21:56.755873","2024-10-16 14:21:56.755881","핀업"
350,"2024-10-16 14:21:56.768126","2024-10-16 14:21:56.768135","알티올"
351,"2024-10-16 14:21:56.775363","2024-10-16 14:21:56.775371","포소드"
352,"2024-10-16 14:21:56.779594","2024-10-16 14:21:56.779603","에이아이파크"
353,"2024-10-16 14:21:56.801309","2024-10-16 14:21:56.801318","엘씨텍"
354,"2024-10-16 14:21:56.808217","2024-10-16 14:21:56.808225","빗썸코리아"
355,"2024-10-16 14:21:56.811583","2024-10-16 14:21:56.811591","메디픽셀"
356,"2024-10-16 14:21:56.829636","2024-10-16 14:21:56.829645","웨이센"
357,"2024-10-16 14:21:56.856825","2024-10-16 14:21:56.856834","인터콘시스템스"
358,"2024-10-16 14:21:56.878657","2024-10-16 14:21:56.878666","덴티움"
359,"2024-10-16 14:21:56.889422","2024-10-16 14:21:56.889430","에이아이커넥트"
360,"2024-10-16 14:21:56.895780","2024-10-16 14:21:56.895788","위밋모빌리티"
361,"2024-10-16 14:21:56.915031","2024-10-16 14:21:56.915039","네비웍스"
362,"2024-10-16 14:21:56.929903","2024-10-16 14:21:56.929911","앤씨앤"
363,"2024-10-16 14:21:56.961121","2024-10-16 14:21:56.961129","메이아이"
364,"2024-10-16 14:21:56.979490","2024-10-16 14:21:56.979498","피엠인터내셔널코리아"
365,"2024-10-16 14:21:57.011698","2024-10-16 14:21:57.011706","인포그랩"
366,"2024-10-16 14:21:57.039157","2024-10-16 14:21:57.039165","단디코리아"
367,"2024-10-16 14:21:57.051560","2024-10-16 14:21:57.051568","에이티센스"
368,"2024-10-16 14:21:57.099689","2024-10-16 14:21:57.099697","엑스페릭스"
369,"2024-10-16 14:21:57.115126","2024-10-16 14:21:57.115135","제이앤피메디"
370,"2024-10-16 14:21:57.135392","2024-10-16 14:21:57.135400","투비콘"
371,"2024-10-16 14:21:57.174553","2024-10-16 14:21:57.174562","인피니티익스체인지코리아"
372,"2024-10-16 14:21:57.182069","2024-10-16 14:21:57.182077","코닉글로리"
373,"2024-10-16 14:21:57.186210","2024-10-16 14:21:57.186218","서플러스글로벌"
374,"2024-10-16 14:21:57.191755","2024-10-16 14:21:57.191764","비스텔리젼스"
375,"2024-10-16 14:21:57.241951","2024-10-16 14:21:57.241959","링네트"
376,"2024-10-16 14:21:57.258754","2024-10-16 14:21:57.258762","아이지넷"
377,"2024-10-16 14:21:57.276865","2024-10-16 14:21:57.276873","프리윌린"
378,"2024-10-16 14:21:57.294561","2024-10-16 14:21:57.294569","아인잡"
379,"2024-10-16 14:21:57.313758","2024-10-16 14:21:57.313766","올거나이즈코리아"
380,"2024-10-16 14:21:57.333032","2024-10-16 14:21:57.333041","일루미나리안"
381,"2024-10-16 14:21:57.391067","2024-10-16 14:21:57.391075","다큐브"
382,"2024-10-16 14:21:57.409792","2024-10-16 14:21:57.409800","어반데이터랩"
383,"2024-10-16 14:21:57.415182","2024-10-16 14:21:57.415190","휴먼컨설팅그룹"
384,"2024-10-16 14:21:57.419301","2024-10-16 14:21:57.419309","엠투아이코퍼레이션"
385,"2024-10-16 14:21:57.427454","2024-10-16 14:21:57.427462","에이로직"
386,"2024-10-16 14:21:57.434013","2024-10-16 14:21:57.434021","하이"
387,"2024-10-16 14:21:57.442678","2024-10-16 14:21:57.442686","피피솔"
388,"2024-10-16 14:21:57.461611","2024-10-16 14:21:57.461619","한솔피엔에스"
389,"2024-10-16 14:21:57.466350","2024-10-16 14:21:57.466359","메디플렉서스"
390,"2024-10-16 14:21:57.475901","2024-10-16 14:21:57.475909","알스퀘어"
391,"2024-10-16 14:21:57.502416","2024-10-16 14:21:57.502424","SK시그넷"
392,"2024-10-16 14:21:57.520705","2024-10-16 14:21:57.520714","미디어로그"
393,"2024-10-16 14:21:57.537869","2024-10-16 14:21:57.537877","비알랩"
394,"2024-10-16 14:21:57.562206","2024-10-16 14:21:57.562214","알비에치"
395,"2024-10-16 14:21:57.574530","2024-10-16 14:21:57.574538","위볼린"
396,"2024-10-16 14:21:57.581182","2024-10-16 14:21:57.581190","엔미디어플랫폼"
397,"2024-10-16 14:21:57.589068","2024-10-16 14:21:57.589076","유디아이디"
398,"2024-10-16 14:21:57.601732","2024-10-16 14:21:57.601740","상록아이엔씨"
399,"2024-10-16 14:21:57.610075","2024-10-16 14:21:57.610083","엠트리센"
400,"2024-10-16 14:21:57.616408","2024-10-16 14:21:57.616416","서림테크놀로지"
401,"2024-10-16 14:21:57.629315","2024-10-16 14:21:57.629323","플래티어"
402,"2024-10-16 14:21:57.639744","2024-10-16 14:21:57.639752","에스앤제이랩"
403,"2024-10-16 14:21:57.663909","2024-10-16 14:21:57.663917","엠투클라우드"
404,"2024-10-16 14:21:57.705393","2024-10-16 14:21:57.705401","블루이엔지"
405,"2024-10-16 14:21:57.725119","2024-10-16 14:21:57.725127","보스반도체"
406,"2024-10-16 14:21:57.742346","2024-10-16 14:21:57.742354","제노스"
407,"2024-10-16 14:21:57.751988","2024-10-16 14:21:57.751996","오로라파이브"
408,"2024-10-16 14:21:57.759170","2024-10-16 14:21:57.759178","아이센스(caresens)"
409,"2024-10-16 14:21:57.763297","2024-10-16 14:21:57.763306","업스테이지"
410,"2024-10-16 14:21:57.773576","2024-10-16 14:21:57.773584","엑소시스템즈"
411,"2024-10-16 14:21:57.786224","2024-10-16 14:21:57.786232","마크앤컴퍼니"
412,"2024-10-16 14:21:57.871957","2024-10-16 14:21:57.871966","디리아"
413,"2024-10-16 14:21:57.880512","2024-10-16 14:21:57.880521","한국네트웍스"
414,"2024-10-16 14:21:57.920178","2024-10-16 14:21:57.920186","토르드라이브"
415,"2024-10-16 14:21:57.928386","2024-10-16 14:21:57.928394","트럼피아"
416,"2024-10-16 14:21:57.937192","2024-10-16 14:21:57.937201","라텔앤드파트너즈"
417,"2024-10-16 14:21:57.958797","2024-10-16 14:21:57.958805","한국알박"
418,"2024-10-16 14:21:57.976302","2024-10-16 14:21:57.976311","스튜디오갈릴레이"
419,"2024-10-16 14:21:57.987064","2024-10-16 14:21:57.987072","와이즈넛"
420,"2024-10-16 14:21:58.020668","2024-10-16 14:21:58.020676","골든플래닛"
421,"2024-10-16 14:21:58.035165","2024-10-16 14:21:58.035174","워트인텔리전스"
422,"2024-10-16 14:21:58.039563","2024-10-16 14:21:58.039623","루시드랩"
423,"2024-10-16 14:21:58.090955","2024-10-16 14:21:58.090964","셀디코리아"
424,"2024-10-16 14:21:58.098050","2024-10-16 14:21:58.098058","블루비즈"
425,"2024-10-16 14:21:58.105690","2024-10-16 14:21:58.105698","모아이스"
426,"2024-10-16 14:21:58.128297","2024-10-16 14:21:58.128308","페이워크"
427,"2024-10-16 14:21:58.152339","2024-10-16 14:21:58.152350","리버스아이티"
428,"2024-10-16 14:21:58.155568","2024-10-16 14:21:58.155583","웨이브릿지"
429,"2024-10-16 14:21:58.177270","2024-10-16 14:21:58.177279","모비두"
430,"2024-10-16 14:21:58.193271","2024-10-16 14:21:58.193280","테사"
431,"2024-10-16 14:21:58.199333","2024-10-16 14:21:58.199341","콜로세움코퍼레이션"
432,"2024-10-16 14:21:58.208714","2024-10-16 14:21:58.208723","와탭랩스"
433,"2024-10-16 14:21:58.218718","2024-10-16 14:21:58.218726","덴컴"
434,"2024-10-16 14:21:58.226380","2024-10-16 14:21:58.226389","위펀"
435,"2024-10-16 14:21:58.232042","2024-10-16 14:21:58.232050","키즈노트"
436,"2024-10-16 14:21:58.263640","2024-10-16 14:21:58.263649","비솔"
437,"2024-10-16 14:21:58.270718","2024-10-16 14:21:58.270726","한솔테크닉스"
438,"2024-10-16 14:21:58.274893","2024-10-16 14:21:58.274901","필라테크"
439,"2024-10-16 14:21:58.285932","2024-10-16 14:21:58.285940","테이텀"
440,"2024-10-16 14:21:58.308925","2024-10-16 14:21:58.308933","아이스크림에듀(iscreamedu.)"
441,"2024-10-16 14:21:58.312951","2024-10-16 14:21:58.312959","레이저발테크놀러지"
442,"2024-10-16 14:21:58.326038","2024-10-16 14:21:58.326046","와이파워원"
443,"2024-10-16 14:21:58.345850","2024-10-16 14:21:58.345858","인공지능팩토리"
444,"2024-10-16 14:21:58.351504","2024-10-16 14:21:58.351513","어썸잇"
445,"2024-10-16 14:21:58.362924","2024-10-16 14:21:58.362932","오버컴테크"
446,"2024-10-16 14:21:58.368043","2024-10-16 14:21:58.368051","틱스잇"
447,"2024-10-16 14:21:58.388405","2024-10-16 14:21:58.388414","페이타랩"
448,"2024-10-16 14:21:58.408490","2024-10-16 14:21:58.408499","인투액션"
449,"2024-10-16 14:21:58.432745","2024-10-16 14:21:58.432753","바비톡"
450,"2024-10-16 14:21:58.437012","2024-10-16 14:21:58.437021","브이엔티지"
451,"2024-10-16 14:21:58.453033","2024-10-16 14:21:58.453041","레이언스"
452,"2024-10-16 14:21:58.459425","2024-10-16 14:21:58.459433","지에스아이티엠"
453,"2024-10-16 14:21:58.474129","2024-10-16 14:21:58.474138","바딧"
454,"2024-10-16 14:21:58.487035","2024-10-16 14:21:58.487043","도르코퍼레이션"
455,"2024-10-16 14:21:58.491788","2024-10-16 14:21:58.491796","후엠아이글로벌"
456,"2024-10-16 14:21:58.494435","2024-10-16 14:21:58.494443","어쎈드"
457,"2024-10-16 14:21:58.502717","2024-10-16 14:21:58.502725","스피디"
458,"2024-10-16 14:21:58.508061","2024-10-16 14:21:58.508069","이맥스하이텍"
459,"2024-10-16 14:21:58.524742","2024-10-16 14:21:58.524750","린솔"
460,"2024-10-16 14:21:58.563488","2024-10-16 14:21:58.563496","와이덴케어"
461,"2024-10-16 14:21:58.573893","2024-10-16 14:21:58.573901","씨메스"
462,"2024-10-16 14:21:58.632059","2024-10-16 14:21:58.632067","블룸컴퍼니"
463,"2024-10-16 14:21:58.661793","2024-10-16 14:21:58.661801","모니터랩"
464,"2024-10-16 14:21:58.678245","2024-10-16 14:21:58.678253","아이나비시스템즈"
465,"2024-10-16 14:21:58.697506","2024-10-16 14:21:58.697514","슈프리마"
466,"2024-10-16 14:21:58.706673","2024-10-16 14:21:58.706681","팬딩"
467,"2024-10-16 14:21:58.718409","2024-10-16 14:21:58.718417","클레"
468,"2024-10-16 14:21:58.722504","2024-10-16 14:21:58.722512","에스넷아이씨티"
469,"2024-10-16 14:21:58.728212","2024-10-16 14:21:58.728220","코보시스"
470,"2024-10-16 14:21:58.747609","2024-10-16 14:21:58.747617","디컴트루"
471,"2024-10-16 14:21:58.757758","2024-10-16 14:21:58.757769","마스터웨이"
472,"2024-10-16 14:21:58.788804","2024-10-16 14:21:58.788813","두두원"
473,"2024-10-16 14:21:58.801041","2024-10-16 14:21:58.801049","피앤이시스템즈"
474,"2024-10-16 14:21:58.813734","2024-10-16 14:21:58.813742","1인치"
475,"2024-10-16 14:21:58.820125","2024-10-16 14:21:58.820134","오케스트로"
476,"2024-10-16 14:21:58.828382","2024-10-16 14:21:58.828391","위뉴"
477,"2024-10-16 14:21:58.846717","2024-10-16 14:21:58.846725","블루닷"
478,"2024-10-16 14:21:58.853756","2024-10-16 14:21:58.853765","스룩"
479,"2024-10-16 14:21:58.863076","2024-10-16 14:21:58.863084","티사이언티픽"
480,"2024-10-16 14:21:58.892043","2024-10-16 14:21:58.892051","하이퍼엑셀"
481,"2024-10-16 14:21:58.898955","2024-10-16 14:21:58.898963","케이더블유이코리아"
482,"2024-10-16 14:21:58.907273","2024-10-16 14:21:58.907281","솔닥"
483,"2024-10-16 14:21:58.912874","2024-10-16 14:21:58.912882","텐엑스"
484,"2024-10-16 14:21:58.926198","2024-10-16 14:21:58.926206","토모큐브"
485,"2024-10-16 14:21:58.947495","2024-10-16 14:21:58.947504","백패커"
486,"2024-10-16 14:21:58.970258","2024-10-16 14:21:58.970267","크래블"
487,"2024-10-16 14:21:59.029800","2024-10-16 14:21:59.029808","스쿨버스"
488,"2024-10-16 14:21:59.036829","2024-10-16 14:21:59.036838","원익피앤이"
489,"2024-10-16 14:21:59.054960","2024-10-16 14:21:59.054968","파더스랩"
490,"2024-10-16 14:21:59.067384","2024-10-16 14:21:59.067392","딥노이드"
491,"2024-10-16 14:21:59.073045","2024-10-16 14:21:59.073053","네오셈"
492,"2024-10-16 14:21:59.078058","2024-10-16 14:21:59.078067","세나테크놀로지"
493,"2024-10-16 14:21:59.082784","2024-10-16 14:21:59.082792","모비루스"
494,"2024-10-16 14:21:59.090077","2024-10-16 14:21:59.090085","아이브"
495,"2024-10-16 14:21:59.095692","2024-10-16 14:21:59.095700","케이웨더"
496,"2024-10-16 14:21:59.102808","2024-10-16 14:21:59.102816","아르고스다인"
497,"2024-10-16 14:21:59.117260","2024-10-16 14:21:59.117269","레브잇"
498,"2024-10-16 14:21:59.137582","2024-10-16 14:21:59.137590","씨앤지 마이크로웨이브"
499,"2024-10-16 14:21:59.143607","2024-10-16 14:21:59.143615","쏘카"
500,"2024-10-16 14:21:59.165786","2024-10-16 14:21:59.165794","엑심베이"
501,"2024-10-16 14:21:59.178143","2024-10-16 14:21:59.178152","랩투마켓"
502,"2024-10-16 14:21:59.192635","2024-10-16 14:21:59.192643","럭키박스솔루션"
503,"2024-10-16 14:21:59.210933","2024-10-16 14:21:59.210941","라닉스"
504,"2024-10-16 14:21:59.216020","2024-10-16 14:21:59.216029","피알앤디컴퍼니"
505,"2024-10-16 14:21:59.226466","2024-10-16 14:21:59.226474","알라딘커뮤니케이션"
506,"2024-10-16 14:21:59.243940","2024-10-16 14:21:59.243949","헤론헬스정보시스템"
507,"2024-10-16 14:21:59.250766","2024-10-16 14:21:59.250774","제이오텍"
508,"2024-10-16 14:21:59.268150","2024-10-16 14:21:59.268158","스카이블루"
509,"2024-10-16 14:21:59.277265","2024-10-16 14:21:59.277273","와이즈스톤티"
510,"2024-10-16 14:21:59.282522","2024-10-16 14:21:59.282530","바틀테이스트"
511,"2024-10-16 14:21:59.289705","2024-10-16 14:21:59.289713","브라이트던"
512,"2024-10-16 14:21:59.295876","2024-10-16 14:21:59.295885","니어스랩"
513,"2024-10-16 14:21:59.314265","2024-10-16 14:21:59.314273","소만사"
514,"2024-10-16 14:21:59.351388","2024-10-16 14:21:59.351397","미투온"
515,"2024-10-16 14:21:59.358228","2024-10-16 14:21:59.358237","셀키"
516,"2024-10-16 14:21:59.367457","2024-10-16 14:21:59.367465","라이터스컴퍼니(쿠키)"
517,"2024-10-16 14:21:59.382888","2024-10-16 14:21:59.382896","이네이블"
518,"2024-10-16 14:21:59.396640","2024-10-16 14:21:59.396648","테크핀레이팅스"
519,"2024-10-16 14:21:59.409717","2024-10-16 14:21:59.409725","와디즈"
520,"2024-10-16 14:21:59.412472","2024-10-16 14:21:59.412480","GC케어"
521,"2024-10-16 14:21:59.432952","2024-10-16 14:21:59.432960","페니로이스"
522,"2024-10-16 14:21:59.442809","2024-10-16 14:21:59.442817","에듀템"
523,"2024-10-16 14:21:59.456756","2024-10-16 14:21:59.456765","알티엠"
524,"2024-10-16 14:21:59.461563","2024-10-16 14:21:59.461572","이스트소프트"
525,"2024-10-16 14:21:59.467423","2024-10-16 14:21:59.467432","제너시스비비큐"
526,"2024-10-16 14:21:59.473042","2024-10-16 14:21:59.473049","더블유지에스"
527,"2024-10-16 14:21:59.492214","2024-10-16 14:21:59.492222","델레오코리아"
528,"2024-10-16 14:21:59.532015","2024-10-16 14:21:59.532023","폼즈"
529,"2024-10-16 14:21:59.544785","2024-10-16 14:21:59.544794","미디어웹"
530,"2024-10-16 14:21:59.571109","2024-10-16 14:21:59.571118","가온브로드밴드"
531,"2024-10-16 14:21:59.588055","2024-10-16 14:21:59.588063","알테어엔지니어링"
532,"2024-10-16 14:21:59.594638","2024-10-16 14:21:59.594646","슈어소프트테크"
533,"2024-10-16 14:21:59.605433","2024-10-16 14:21:59.605441","피알에스이"
534,"2024-10-16 14:21:59.614683","2024-10-16 14:21:59.614691","샌즈랩"
535,"2024-10-16 14:21:59.633039","2024-10-16 14:21:59.633047","딜리버리랩"
536,"2024-10-16 14:21:59.648705","2024-10-16 14:21:59.648714","비피앤솔루션"
537,"2024-10-16 14:21:59.654227","2024-10-16 14:21:59.654235","아이엠파인"
538,"2024-10-16 14:21:59.667065","2024-10-16 14:21:59.667074","바이오커넥트"
539,"2024-10-16 14:21:59.672091","2024-10-16 14:21:59.672099","인그래디언트"
540,"2024-10-16 14:21:59.687697","2024-10-16 14:21:59.687705","이지케어텍(edge&next)"
541,"2024-10-16 14:21:59.704986","2024-10-16 14:21:59.704994","디에스티"
542,"2024-10-16 14:21:59.716907","2024-10-16 14:21:59.716915","비모소프트"
543,"2024-10-16 14:21:59.740111","2024-10-16 14:21:59.740120","세나클소프트"
544,"2024-10-16 14:21:59.744913","2024-10-16 14:21:59.744922","고수플러스"
545,"2024-10-16 14:21:59.751270","2024-10-16 14:21:59.751278","해줌"
546,"2024-10-16 14:21:59.783053","2024-10-16 14:21:59.783061","큐플레이스"
547,"2024-10-16 14:21:59.793596","2024-10-16 14:21:59.793604","패스트뷰"
548,"2024-10-16 14:21:59.801861","2024-10-16 14:21:59.801869","휴네이트"
549,"2024-10-16 14:21:59.812399","2024-10-16 14:21:59.812407","엔지온시스템"
550,"2024-10-16 14:21:59.843806","2024-10-16 14:21:59.843814","아파트아이"
551,"2024-10-16 14:21:59.857990","2024-10-16 14:21:59.857999","메이크델타"
552,"2024-10-16 14:21:59.870339","2024-10-16 14:21:59.870348","KATRI시험연구원"
553,"2024-10-16 14:21:59.879507","2024-10-16 14:21:59.879516","사각"
554,"2024-10-16 14:21:59.883657","2024-10-16 14:21:59.883666","펀진"
555,"2024-10-16 14:21:59.960805","2024-10-16 14:21:59.960813","오션스바이오"
556,"2024-10-16 14:22:00.018305","2024-10-16 14:22:00.018314","제이엔에스"
557,"2024-10-16 14:22:00.021047","2024-10-16 14:22:00.021056","이엘피"
558,"2024-10-16 14:22:00.026018","2024-10-16 14:22:00.026027","유니버스"
559,"2024-10-16 14:22:00.033405","2024-10-16 14:22:00.033413","애자일소다"
560,"2024-10-16 14:22:00.046289","2024-10-16 14:22:00.046298","소프트넷"
561,"2024-10-16 14:22:00.056087","2024-10-16 14:22:00.056096","쎄크"
562,"2024-10-16 14:22:00.071310","2024-10-16 14:22:00.071319","피에트"
563,"2024-10-16 14:22:00.076849","2024-10-16 14:22:00.076857","인사이터"
564,"2024-10-16 14:22:00.085178","2024-10-16 14:22:00.085187","넷커스터마이즈"
565,"2024-10-16 14:22:00.090161","2024-10-16 14:22:00.090170","인텔리코드"
566,"2024-10-16 14:22:00.105145","2024-10-16 14:22:00.105153","위존"
567,"2024-10-16 14:22:00.129377","2024-10-16 14:22:00.129385",EVAR
568,"2024-10-16 14:22:00.139165","2024-10-16 14:22:00.139174","위버스브레인"
569,"2024-10-16 14:22:00.142592","2024-10-16 14:22:00.142601","아이디에스앤트러스트"
570,"2024-10-16 14:22:00.150214","2024-10-16 14:22:00.150223","엠케이피"
571,"2024-10-16 14:22:00.183088","2024-10-16 14:22:00.183096","데이터메이커"
572,"2024-10-16 14:22:00.192541","2024-10-16 14:22:00.192549","WATA Inc."
573,"2024-10-16 14:22:00.199902","2024-10-16 14:22:00.199911","잉카엔트웍스"
574,"2024-10-16 14:22:00.211267","2024-10-16 14:22:00.211276","씨케이브릿지"
575,"2024-10-16 14:22:00.247357","2024-10-16 14:22:00.247366","엘케이삼양"
576,"2024-10-16 14:22:00.271393","2024-10-16 14:22:00.271401","커넥트웨이브"
577,"2024-10-16 14:22:00.357156","2024-10-16 14:22:00.357164","차봇모빌리티"
578,"2024-10-16 14:22:00.367968","2024-10-16 14:22:00.367976","파이"
579,"2024-10-16 14:22:00.431483","2024-10-16 14:22:00.431491","린컴퍼니"
580,"2024-10-16 14:22:00.453317","2024-10-16 14:22:00.453325","에이핀테크놀러지"
581,"2024-10-16 14:22:00.464660","2024-10-16 14:22:00.464668","비즈니스온커뮤니케이션"
582,"2024-10-16 14:22:00.470356","2024-10-16 14:22:00.470364","쓰리아이"
583,"2024-10-16 14:22:00.475251","2024-10-16 14:22:00.475259","창소프트아이앤아이"
584,"2024-10-16 14:22:00.481610","2024-10-16 14:22:00.481618","한국전자인증"
585,"2024-10-16 14:22:00.491007","2024-10-16 14:22:00.491015","크레버스"
586,"2024-10-16 14:22:00.512483","2024-10-16 14:22:00.512492","더블미디어"
587,"2024-10-16 14:22:00.530976","2024-10-16 14:22:00.530984","에이지엘"
588,"2024-10-16 14:22:00.536209","2024-10-16 14:22:00.536217","디에스앤지"
589,"2024-10-16 14:22:00.556701","2024-10-16 14:22:00.556709","에픽코퍼레이션"
590,"2024-10-16 14:22:00.567380","2024-10-16 14:22:00.567388","디스트릭트코리아"
591,"2024-10-16 14:22:00.585443","2024-10-16 14:22:00.585451","제이티"
592,"2024-10-16 14:22:00.599677","2024-10-16 14:22:00.599685","디플래닉스"
593,"2024-10-16 14:22:00.603839","2024-10-16 14:22:00.603848","아이브릭스"
594,"2024-10-16 14:22:00.609584","2024-10-16 14:22:00.609593","시어스랩"
595,"2024-10-16 14:22:00.630953","2024-10-16 14:22:00.630962","클라썸"
596,"2024-10-16 14:22:00.638875","2024-10-16 14:22:00.638884","퍼플아카데미"
597,"2024-10-16 14:22:00.653932","2024-10-16 14:22:00.653940","오픈헬스케어"
598,"2024-10-16 14:22:00.661613","2024-10-16 14:22:00.661621","휴레이포지티브"
599,"2024-10-16 14:22:00.700012","2024-10-16 14:22:00.700020","메디트"
600,"2024-10-16 14:22:00.706611","2024-10-16 14:22:00.706619","엠핀스"
601,"2024-10-16 14:22:00.720841","2024-10-16 14:22:00.720849","아이코어"
602,"2024-10-16 14:22:00.727450","2024-10-16 14:22:00.727458","에이에스이천안"
603,"2024-10-16 14:22:00.752936","2024-10-16 14:22:00.752944","엠제이티"
604,"2024-10-16 14:22:00.799591","2024-10-16 14:22:00.799600","이스트시큐리티"
605,"2024-10-16 14:22:00.814198","2024-10-16 14:22:00.814206","헥토데이터"
606,"2024-10-16 14:22:00.824532","2024-10-16 14:22:00.824541","고스트패스"
607,"2024-10-16 14:22:00.830069","2024-10-16 14:22:00.830078","엔엑스"
608,"2024-10-16 14:22:00.838082","2024-10-16 14:22:00.838090","베스텔라랩"
609,"2024-10-16 14:22:00.863483","2024-10-16 14:22:00.863492","아주큐엠에스"
610,"2024-10-16 14:22:00.876679","2024-10-16 14:22:00.876688","파츠몰"
611,"2024-10-16 14:22:00.882450","2024-10-16 14:22:00.882459","드림어스컴퍼니"
612,"2024-10-16 14:22:00.890457","2024-10-16 14:22:00.890465","유비케어(ubcare)"
613,"2024-10-16 14:22:00.901158","2024-10-16 14:22:00.901167","딥브레인에이아이"
614,"2024-10-16 14:22:00.906835","2024-10-16 14:22:00.906843","세미티에스"
615,"2024-10-16 14:22:00.916097","2024-10-16 14:22:00.916105","페이히어"
616,"2024-10-16 14:22:00.932759","2024-10-16 14:22:00.932767","칼만"
617,"2024-10-16 14:22:00.954157","2024-10-16 14:22:00.954165","스카이웨어"
618,"2024-10-16 14:22:00.964126","2024-10-16 14:22:00.964134","이젬코"
619,"2024-10-16 14:22:00.993837","2024-10-16 14:22:00.993846","그린아이티코리아"
620,"2024-10-16 14:22:01.002400","2024-10-16 14:22:01.002408","상상파트너스투"
621,"2024-10-16 14:22:01.021032","2024-10-16 14:22:01.021041","새임"
622,"2024-10-16 14:22:01.040128","2024-10-16 14:22:01.040137","엔젤로보틱스"
623,"2024-10-16 14:22:01.050964","2024-10-16 14:22:01.050972","비바이노베이션"
624,"2024-10-16 14:22:01.068353","2024-10-16 14:22:01.068362","아타드"
625,"2024-10-16 14:22:01.117061","2024-10-16 14:22:01.117070","캐스트프로"
626,"2024-10-16 14:22:01.120507","2024-10-16 14:22:01.120515","아이비젼웍스"
627,"2024-10-16 14:22:01.141272","2024-10-16 14:22:01.141281","에스디티"
628,"2024-10-16 14:22:01.154449","2024-10-16 14:22:01.154457","리딩스타(리딩스타readingstar)"
629,"2024-10-16 14:22:01.173022","2024-10-16 14:22:01.173031","옵트에이아이"
630,"2024-10-16 14:22:01.192803","2024-10-16 14:22:01.192812","위버스마인드"
631,"2024-10-16 14:22:01.204638","2024-10-16 14:22:01.204646","온테스트"
632,"2024-10-16 14:22:01.227969","2024-10-16 14:22:01.227977","블루텍"
633,"2024-10-16 14:22:01.265393","2024-10-16 14:22:01.265401","엠플랜잇"
634,"2024-10-16 14:22:01.311598","2024-10-16 14:22:01.311607","크레셈"
635,"2024-10-16 14:22:01.452096","2024-10-16 14:22:01.452105","셀바스헬스케어"
636,"2024-10-16 14:22:01.468194","2024-10-16 14:22:01.468203","크레스콤"
